ECM File Output,,,,,
Filename (includes date): 2025-09-09-10-07-dic-161.txt,,,,,
AC Collect Speed: 10,,,,,
DC Collect Speed: 25,,,,,
DC Voltage: 1000,,,,,
Note: 1break, took the two good sections in middle for scan, left out junk above and below,,,,,
mm per encode step: 0.25,,,,,
Number of Expected tracks: 6,,,,,
ACDC offset: 305,,,,,
Laser offset: -10,,,,,
Y Left: 28.034753906249986,,,,,
Y Right: 102.18092578124994,,,,,
AC edgespace 16,,,,,
DC edgespace 12,,,,,
Index Mark (raw - not laser corrected): 130.5625,,,,,
Index Mark Relative Depth: ,,,,,
Index Mark 2 Relative Depth: 0.0,,,,,
Index Mark 3 Relative Depth: 0.0,,,,,
(first) Index Mark Absolute Depth: ,,,,,
X min Position (raw - not laser corrected): 133.553125,,,,,
X max Position (raw - not laser corrected): 803.0359375,,,,,
Y_dimension(mm),X_dimension(mm),Button,AC,DC,True_depth(m)
44.035,107.0,0.0,3.0214e-08,--,na
44.035,107.25,0.0,3.02851e-08,--,na
44.035,107.5,0.0,2.972335e-08,--,na
44.035,107.75,0.0,2.9514850000000002e-08,--,na
44.035,108.0,0.0,2.91711e-08,--,na
44.035,108.25,0.0,2.87571e-08,--,na
44.035,108.5,0.0,2.88513e-08,--,na
44.035,108.75,0.0,2.8850999999999998e-08,--,na
44.035,109.0,0.0,2.85837e-08,--,na
44.035,109.25,0.0,2.8361599999999998e-08,--,na
44.035,109.5,0.0,2.798125e-08,--,na
44.035,109.75,0.0,2.7907900000000002e-08,--,na
44.035,110.0,0.0,2.71869e-08,--,na
44.035,110.25,0.0,2.76499e-08,--,na
44.035,110.5,0.0,2.74488e-08,--,na
44.035,110.75,0.0,2.75243e-08,--,na
44.035,111.0,0.0,2.82593e-08,--,na
44.035,111.25,0.0,2.760015e-08,--,na
44.035,111.5,0.0,2.711825e-08,--,na
44.035,111.75,0.0,2.74986e-08,--,na
44.035,112.0,0.0,2.70449e-08,--,na
44.035,112.25,0.0,2.7499e-08,--,na
44.035,112.5,0.0,2.75187e-08,--,na
44.035,112.75,0.0,2.73113e-08,--,na
44.035,113.0,0.0,2.813e-08,--,na
44.035,113.25,0.0,2.76813e-08,--,na
44.035,113.5,0.0,2.8404799999999998e-08,--,na
44.035,113.75,0.0,2.79047e-08,--,na
44.035,114.0,0.0,2.84036e-08,--,na
44.035,114.25,0.0,2.854365e-08,--,na
44.035,114.5,0.0,2.9241600000000003e-08,--,na
44.035,114.75,0.0,2.91658e-08,--,na
44.035,115.0,0.0,2.9828050000000004e-08,--,na
44.035,115.25,0.0,2.97685e-08,--,na
44.035,115.5,0.0,3.0785649999999996e-08,--,na
44.035,115.75,0.0,3.0999e-08,--,na
44.035,116.0,0.0,3.12144e-08,--,na
44.035,116.25,0.0,2.97412e-08,--,na
44.035,116.5,0.0,3.24191e-08,--,na
44.035,116.75,0.0,3.261e-08,--,na
44.035,117.0,0.0,3.331515e-08,--,na
44.035,117.25,0.0,3.33369e-08,--,na
44.035,117.5,0.0,3.4109850000000004e-08,--,na
44.035,117.75,0.0,3.48669e-08,--,na
44.035,118.0,0.0,3.550525e-08,--,na
44.035,118.25,0.0,3.59077e-08,--,na
44.035,118.5,0.0,3.661975e-08,--,na
44.035,118.75,0.0,3.69965e-08,--,na
44.035,119.0,0.0,3.76289e-08,--,na
44.035,119.25,0.0,3.808125e-08,--,na
44.035,119.5,0.0,3.91759e-08,--,na
44.035,119.75,0.0,3.90911e-08,--,na
44.035,120.0,0.0,3.9782449999999996e-08,--,na
44.035,120.25,0.0,4.03419e-08,--,na
44.035,120.5,0.0,4.0875100000000006e-08,--,na
44.035,120.75,0.0,4.180565e-08,--,na
44.035,121.0,0.0,4.21493e-08,--,na
44.035,121.25,0.0,4.189675e-08,--,na
44.035,121.5,0.0,4.235455e-08,--,na
44.035,121.75,0.0,4.21538e-08,--,na
44.035,122.0,0.0,4.275105e-08,--,na
44.035,122.25,0.0,4.35146e-08,--,na
44.035,122.5,0.0,4.286625e-08,--,na
44.035,122.75,0.0,4.30503e-08,--,na
44.035,123.0,0.0,4.28736e-08,--,na
44.035,123.25,0.0,4.3112e-08,--,na
44.035,123.5,0.0,4.2636750000000006e-08,--,na
44.035,123.75,0.0,4.21492e-08,--,na
44.035,124.0,0.0,4.187745e-08,--,na
44.035,124.25,0.0,4.1498850000000005e-08,--,na
44.035,124.5,0.0,4.15592e-08,--,na
44.035,124.75,0.0,4.08196e-08,--,na
44.035,125.0,0.0,3.97396e-08,--,na
44.035,125.25,0.0,4.07272e-08,--,na
44.035,125.5,0.0,3.882035e-08,--,na
44.035,125.75,0.0,3.77564e-08,--,na
44.035,126.0,0.0,3.76207e-08,--,na
44.035,126.25,0.0,3.7059800000000005e-08,--,na
44.035,126.5,0.0,3.6083149999999994e-08,--,na
44.035,126.75,0.0,3.58678e-08,--,na
44.035,127.0,0.0,3.554465e-08,--,na
44.035,127.25,0.0,3.38578e-08,--,na
44.035,127.5,0.0,3.269985e-08,--,na
44.035,127.75,0.0,3.25542e-08,--,na
44.035,128.0,0.0,3.194445e-08,--,na
44.035,128.25,0.0,3.1979e-08,--,na
44.035,128.5,0.0,3.072245e-08,--,na
44.035,128.75,0.0,2.99764e-08,--,na
44.035,129.0,0.0,2.960195e-08,--,na
44.035,129.25,0.0,2.9214099999999998e-08,--,na
44.035,129.5,0.0,2.99177e-08,--,na
44.035,129.75,0.0,2.78741e-08,--,na
44.035,130.0,0.0,2.79728e-08,--,na
44.035,130.25,0.0,2.74727e-08,--,na
44.035,130.5,0.0,2.819315e-08,--,na
44.035,130.75,0.0,2.70355e-08,--,na
44.035,131.0,0.0,2.728115e-08,--,na
44.035,131.25,0.0,2.655265e-08,--,na
44.035,131.5,0.0,2.67251e-08,--,na
44.035,131.75,0.0,2.69075e-08,--,na
44.035,132.0,0.0,2.599465e-08,--,na
44.035,132.25,0.0,2.63176e-08,--,na
44.035,132.5,0.0,2.609995e-08,--,na
44.035,132.75,0.0,2.67192e-08,--,na
44.035,133.0,0.0,2.65095e-08,--,na
44.035,133.25,0.0,2.60567e-08,--,na
44.035,133.5,0.0,2.50468e-08,--,na
44.035,133.75,0.0,2.6279050000000003e-08,--,na
44.035,134.0,0.0,2.623945e-08,--,na
44.035,134.25,0.0,2.66773e-08,--,na
44.035,134.5,0.0,2.648445e-08,--,na
44.035,134.75,0.0,2.657795e-08,--,na
44.035,135.0,0.0,2.574215e-08,--,na
44.035,135.25,0.0,2.6233e-08,--,na
44.035,135.5,0.0,2.69489e-08,--,na
44.035,135.75,0.0,2.76918e-08,--,na
44.035,136.0,0.0,2.68728e-08,--,na
44.035,136.25,0.0,2.7299949999999997e-08,--,na
44.035,136.5,0.0,2.80396e-08,--,na
44.035,136.75,0.0,2.73857e-08,--,na
44.035,137.0,0.0,2.776885e-08,--,na
44.035,137.25,0.0,2.76495e-08,--,na
44.035,137.5,0.0,2.734205e-08,--,na
44.035,137.75,0.0,3.05916e-08,--,na
44.035,138.0,0.0,2.799765e-08,--,na
44.035,138.25,0.0,2.81163e-08,--,na
44.035,138.5,0.0,2.87127e-08,--,na
44.035,138.75,0.0,2.8682349999999997e-08,--,na
44.035,139.0,0.0,2.68683e-08,--,na
44.035,139.25,0.0,2.80704e-08,--,na
44.035,139.5,0.0,2.951255e-08,--,na
44.035,139.75,0.0,3.05558e-08,--,na
44.035,140.0,0.0,2.99318e-08,--,na
44.035,140.25,0.0,2.99594e-08,--,na
44.035,140.5,0.0,3.04111e-08,--,na
44.035,140.75,0.0,2.9469849999999997e-08,--,na
44.035,141.0,0.0,3.130045e-08,--,na
44.035,141.25,0.0,3.14912e-08,--,na
44.035,141.5,0.0,3.182075e-08,--,na
44.035,141.75,0.0,3.155365e-08,--,na
44.035,142.0,0.0,3.23335e-08,--,na
44.035,142.25,0.0,3.301645e-08,--,na
44.035,142.5,0.0,3.28973e-08,--,na
44.035,142.75,0.0,3.337995e-08,--,na
44.035,143.0,0.0,3.380345e-08,--,na
44.035,143.25,0.0,3.43529e-08,--,na
44.035,143.5,0.0,3.50751e-08,--,na
44.035,143.75,0.0,3.56702e-08,--,na
44.035,144.0,0.0,3.631065e-08,--,na
44.035,144.25,0.0,3.66179e-08,--,na
44.035,144.5,0.0,3.75874e-08,--,na
44.035,144.75,0.0,3.94664e-08,--,na
44.035,145.0,0.0,3.7919699999999995e-08,--,na
44.035,145.25,0.0,3.890395e-08,--,na
44.035,145.5,0.0,3.98783e-08,--,na
44.035,145.75,0.0,4.025125e-08,--,na
44.035,146.0,0.0,4.1189e-08,--,na
44.035,146.25,0.0,4.2523599999999996e-08,--,na
44.035,146.5,0.0,4.21025e-08,--,na
44.035,146.75,0.0,4.27813e-08,--,na
44.035,147.0,0.0,4.37808e-08,--,na
44.035,147.25,0.0,4.43814e-08,--,na
44.035,147.5,0.0,4.52102e-08,--,na
44.035,147.75,0.0,4.64923e-08,--,na
44.035,148.0,0.0,4.7443e-08,--,na
44.035,148.25,0.0,4.8507e-08,--,na
44.035,148.5,0.0,4.94018e-08,--,na
44.035,148.75,0.0,4.99834e-08,--,na
44.035,149.0,0.0,5.0677899999999994e-08,--,na
44.035,149.25,0.0,5.1844e-08,--,na
44.035,149.5,0.0,5.31531e-08,--,na
44.035,149.75,0.0,5.3672299999999995e-08,--,na
44.035,150.0,0.0,5.43753e-08,--,na
44.035,150.25,0.0,5.49505e-08,--,na
44.035,150.5,0.0,5.56344e-08,--,na
44.035,150.75,0.0,5.636755e-08,--,na
44.035,151.0,0.0,5.707745e-08,--,na
44.035,151.25,0.0,5.74759e-08,--,na
44.035,151.5,0.0,5.8630500000000003e-08,--,na
44.035,151.75,0.0,5.88847e-08,--,na
44.035,152.0,0.0,5.945405e-08,--,na
44.035,152.25,0.0,5.963329999999999e-08,--,na
44.035,152.5,0.0,6.07745e-08,--,na
44.035,152.75,0.0,6.06023e-08,--,na
44.035,153.0,0.0,6.122480000000001e-08,--,na
44.035,153.25,0.0,6.22298e-08,--,na
44.035,153.5,0.0,6.24286e-08,--,na
44.035,153.75,0.0,6.16716e-08,--,na
44.035,154.0,0.0,6.2208e-08,--,na
44.035,154.25,0.0,6.22887e-08,--,na
44.035,154.5,0.0,6.272560000000001e-08,--,na
44.035,154.75,0.0,6.317065e-08,--,na
44.035,155.0,0.0,6.282255e-08,--,na
44.035,155.25,0.0,6.2364e-08,--,na
44.035,155.5,0.0,6.316774999999999e-08,--,na
44.035,155.75,0.0,6.29794e-08,--,na
44.035,156.0,0.0,6.26277e-08,--,na
44.035,156.25,0.0,6.25906e-08,--,na
44.035,156.5,0.0,6.236610000000001e-08,--,na
44.035,156.75,0.0,6.205985e-08,--,na
44.035,157.0,0.0,6.211275e-08,--,na
44.035,157.25,0.0,6.09532e-08,--,na
44.035,157.5,0.0,6.07007e-08,--,na
44.035,157.75,0.0,6.051415e-08,--,na
44.035,158.0,0.0,6.00944e-08,--,na
44.035,158.25,0.0,5.9647e-08,--,na
44.035,158.5,0.0,5.8196899999999996e-08,--,na
44.035,158.75,0.0,5.82537e-08,--,na
44.035,159.0,0.0,5.7277949999999996e-08,--,na
44.035,159.25,0.0,5.81188e-08,--,na
44.035,159.5,0.0,5.662795e-08,--,na
44.035,159.75,0.0,5.66177e-08,--,na
44.035,160.0,0.0,5.5055199999999997e-08,--,na
44.035,160.25,0.0,5.35239e-08,--,na
44.035,160.5,0.0,5.3489e-08,--,na
44.035,160.75,0.0,5.27612e-08,--,na
44.035,161.0,0.0,5.20088e-08,--,na
44.035,161.25,0.0,5.08683e-08,--,na
44.035,161.5,0.0,4.9746899999999997e-08,--,na
44.035,161.75,0.0,4.95574e-08,--,na
44.035,162.0,0.0,4.99339e-08,--,na
44.035,162.25,0.0,4.84928e-08,--,na
44.035,162.5,0.0,4.829005e-08,--,na
44.035,162.75,0.0,4.735175e-08,--,na
44.035,163.0,0.0,4.6549099999999994e-08,--,na
44.035,163.25,0.0,4.59069e-08,--,na
44.035,163.5,0.0,4.54679e-08,--,na
44.035,163.75,0.0,4.4330300000000004e-08,--,na
44.035,164.0,0.0,4.42819e-08,--,na
44.035,164.25,0.0,4.38154e-08,--,na
44.035,164.5,0.0,4.38699e-08,--,na
44.035,164.75,0.0,4.32119e-08,--,na
44.035,165.0,0.0,4.1954200000000004e-08,--,na
44.035,165.25,0.0,4.20968e-08,--,na
44.035,165.5,0.0,4.2159800000000004e-08,--,na
44.035,165.75,0.0,4.201005e-08,--,na
44.035,166.0,0.0,4.13012e-08,--,na
44.035,166.25,0.0,3.91415e-08,--,na
44.035,166.5,0.0,4.0828249999999994e-08,--,na
44.035,166.75,0.0,4.0534600000000004e-08,--,na
44.035,167.0,0.0,4.0343e-08,--,na
44.035,167.25,0.0,4.02064e-08,--,na
44.035,167.5,0.0,4.026445e-08,--,na
44.035,167.75,0.0,3.95307e-08,--,na
44.035,168.0,0.0,3.988765e-08,--,na
44.035,168.25,0.0,4.01573e-08,--,na
44.035,168.5,0.0,3.9999749999999994e-08,--,na
44.035,168.75,0.0,3.92814e-08,--,na
44.035,169.0,0.0,3.87576e-08,--,na
44.035,169.25,0.0,3.930815e-08,--,na
44.035,169.5,0.0,3.95863e-08,--,na
44.035,169.75,0.0,3.86734e-08,--,na
44.035,170.0,0.0,3.947705e-08,--,na
44.035,170.25,0.0,3.87805e-08,--,na
44.035,170.5,0.0,3.8806849999999997e-08,--,na
44.035,170.75,0.0,3.919685e-08,--,na
44.035,171.0,0.0,3.95449e-08,--,na
44.035,171.25,0.0,3.91317e-08,--,na
44.035,171.5,0.0,3.92641e-08,--,na
44.035,171.75,0.0,3.9022000000000004e-08,--,na
44.035,172.0,0.0,3.88683e-08,--,na
44.035,172.25,0.0,3.922805e-08,--,na
44.035,172.5,0.0,3.909845e-08,--,na
44.035,172.75,0.0,3.84765e-08,--,na
44.035,173.0,0.0,3.8584349999999996e-08,--,na
44.035,173.25,0.0,3.87897e-08,--,na
44.035,173.5,0.0,3.8871350000000003e-08,--,na
44.035,173.75,0.0,3.884475e-08,--,na
44.035,174.0,0.0,3.86002e-08,--,na
44.035,174.25,0.0,3.8336149999999995e-08,--,na
44.035,174.5,0.0,3.88863e-08,--,na
44.035,174.75,0.0,3.89065e-08,--,na
44.035,175.0,0.0,3.842935e-08,--,na
44.035,175.25,0.0,3.84983e-08,--,na
44.035,175.5,0.0,3.876895e-08,--,na
44.035,175.75,0.0,3.9198e-08,--,na
44.035,176.0,0.0,3.92462e-08,--,na
44.035,176.25,0.0,3.9259149999999996e-08,--,na
44.035,176.5,0.0,3.8904749999999996e-08,--,na
44.035,176.75,0.0,3.91633e-08,--,na
44.035,177.0,0.0,3.91451e-08,--,na
44.035,177.25,0.0,3.901065e-08,--,na
44.035,177.5,0.0,3.8295549999999996e-08,--,na
44.035,177.75,0.0,3.8741249999999996e-08,--,na
44.035,178.0,0.0,3.87478e-08,--,na
44.035,178.25,0.0,3.91935e-08,--,na
44.035,178.5,0.0,3.869225e-08,--,na
44.035,178.75,0.0,3.81949e-08,--,na
44.035,179.0,0.0,3.8179300000000004e-08,--,na
44.035,179.25,0.0,3.85045e-08,--,na
44.035,179.5,0.0,3.83621e-08,--,na
44.035,179.75,0.0,3.824165e-08,--,na
44.035,180.0,0.0,3.77628e-08,--,na
44.035,180.25,0.0,3.801485e-08,--,na
44.035,180.5,0.0,3.79474e-08,--,na
44.035,180.75,0.0,3.76858e-08,--,na
44.035,181.0,0.0,3.81009e-08,--,na
44.035,181.25,0.0,3.74675e-08,--,na
44.035,181.5,0.0,3.7865300000000005e-08,--,na
44.035,181.75,0.0,3.75938e-08,--,na
44.035,182.0,0.0,3.78423e-08,--,na
44.035,182.25,0.0,3.68184e-08,--,na
44.035,182.5,0.0,3.7614499999999996e-08,--,na
44.035,182.75,0.0,3.78677e-08,--,na
44.035,183.0,0.0,3.726675e-08,--,na
44.035,183.25,0.0,3.79418e-08,--,na
44.035,183.5,0.0,3.74018e-08,--,na
44.035,183.75,0.0,3.75651e-08,--,na
44.035,184.0,0.0,3.75833e-08,--,na
44.035,184.25,0.0,3.7749150000000004e-08,--,na
44.035,184.5,0.0,3.781055e-08,--,na
44.035,184.75,0.0,3.7928149999999995e-08,--,na
44.035,185.0,0.0,3.82492e-08,--,na
44.035,185.25,0.0,3.8151999999999996e-08,--,na
44.035,185.5,0.0,3.82933e-08,--,na
44.035,185.75,0.0,3.873025e-08,--,na
44.035,186.0,0.0,3.83317e-08,--,na
44.035,186.25,0.0,3.86455e-08,--,na
44.035,186.5,0.0,3.839695e-08,--,na
44.035,186.75,0.0,3.885615e-08,--,na
44.035,187.0,0.0,3.84038e-08,--,na
44.035,187.25,0.0,3.9096900000000004e-08,--,na
44.035,187.5,0.0,3.921495e-08,--,na
44.035,187.75,0.0,3.90239e-08,--,na
44.035,188.0,0.0,3.9268949999999996e-08,--,na
44.035,188.25,0.0,3.88306e-08,--,na
44.035,188.5,0.0,4.0018200000000006e-08,--,na
44.035,188.75,0.0,4.02214e-08,--,na
44.035,189.0,0.0,4.0485050000000004e-08,--,na
44.035,189.25,0.0,4.012675e-08,--,na
44.035,189.5,0.0,4.06542e-08,--,na
44.035,189.75,0.0,4.0815950000000004e-08,--,na
44.035,190.0,0.0,4.08351e-08,--,na
44.035,190.25,0.0,4.1223549999999995e-08,--,na
44.035,190.5,0.0,4.115465e-08,--,na
44.035,190.75,0.0,4.17171e-08,--,na
44.035,191.0,0.0,4.17861e-08,--,na
44.035,191.25,0.0,4.20762e-08,--,na
44.035,191.5,0.0,4.141555e-08,--,na
44.035,191.75,0.0,4.22014e-08,--,na
44.035,192.0,0.0,4.25583e-08,--,na
44.035,192.25,0.0,4.2452150000000003e-08,--,na
44.035,192.5,0.0,4.275815e-08,--,na
44.035,192.75,0.0,4.2931e-08,--,na
44.035,193.0,0.0,4.24257e-08,--,na
44.035,193.25,0.0,4.34958e-08,--,na
44.035,193.5,0.0,4.3846999999999996e-08,--,na
44.035,193.75,0.0,4.36848e-08,--,na
44.035,194.0,0.0,4.38748e-08,--,na
44.035,194.25,0.0,4.3801750000000004e-08,--,na
44.035,194.5,0.0,4.394505e-08,--,na
44.035,194.75,0.0,4.43161e-08,--,na
44.035,195.0,0.0,4.444315e-08,--,na
44.035,195.25,0.0,4.4549e-08,--,na
44.035,195.5,0.0,4.468155e-08,--,na
44.035,195.75,0.0,4.47656e-08,--,na
44.035,196.0,0.0,4.4875349999999996e-08,--,na
44.035,196.25,0.0,4.501985e-08,--,na
44.035,196.5,0.0,4.51054e-08,--,na
44.035,196.75,0.0,4.50487e-08,--,na
44.035,197.0,0.0,4.563245e-08,--,na
44.035,197.25,0.0,4.5105149999999994e-08,--,na
44.035,197.5,0.0,4.506425e-08,--,na
44.035,197.75,0.0,4.50113e-08,--,na
44.035,198.0,0.0,4.49946e-08,--,na
44.035,198.25,0.0,4.49797e-08,--,na
44.035,198.5,0.0,4.5095649999999997e-08,--,na
44.035,198.75,0.0,4.51462e-08,--,na
44.035,199.0,0.0,4.50182e-08,--,na
44.035,199.25,0.0,4.48549e-08,--,na
44.035,199.5,0.0,4.5168600000000004e-08,--,na
44.035,199.75,0.0,4.49872e-08,--,na
44.035,200.0,0.0,4.50354e-08,--,na
44.035,200.25,0.0,4.48162e-08,--,na
44.035,200.5,0.0,4.4854600000000005e-08,--,na
44.035,200.75,0.0,4.48377e-08,--,na
44.035,201.0,0.0,4.4853100000000003e-08,--,na
44.035,201.25,0.0,4.484285e-08,--,na
44.035,201.5,0.0,4.47919e-08,--,na
44.035,201.75,0.0,4.47795e-08,--,na
44.035,202.0,0.0,4.481045e-08,--,na
44.035,202.25,0.0,4.4874999999999997e-08,--,na
44.035,202.5,0.0,4.4551549999999996e-08,--,na
44.035,202.75,0.0,4.4447e-08,--,na
44.035,203.0,0.0,4.44408e-08,--,na
44.035,203.25,0.0,4.4045149999999997e-08,--,na
44.035,203.5,0.0,4.3726949999999996e-08,--,na
44.035,203.75,0.0,4.31803e-08,--,na
44.035,204.0,0.0,4.3221600000000006e-08,--,na
44.035,204.25,0.0,4.2843349999999994e-08,--,na
44.035,204.5,0.0,4.26266e-08,--,na
44.035,204.75,0.0,4.23323e-08,--,na
44.035,205.0,0.0,4.24494e-08,--,na
44.035,205.25,0.0,4.174225e-08,--,na
44.035,205.5,0.0,4.148295e-08,--,na
44.035,205.75,0.0,4.08694e-08,--,na
44.035,206.0,0.0,4.0977349999999996e-08,--,na
44.035,206.25,0.0,4.006045e-08,--,na
44.035,206.5,0.0,3.9387e-08,--,na
44.035,206.75,0.0,3.93162e-08,--,na
44.035,207.0,0.0,3.895695e-08,--,na
44.035,207.25,0.0,3.87238e-08,--,na
44.035,207.5,0.0,3.83964e-08,--,na
44.035,207.75,0.0,3.75065e-08,--,na
44.035,208.0,0.0,3.6883450000000005e-08,--,na
44.035,208.25,0.0,3.68963e-08,--,na
44.035,208.5,0.0,3.61265e-08,--,na
44.035,208.75,0.0,3.59772e-08,--,na
44.035,209.0,0.0,3.50512e-08,--,na
44.035,209.25,0.0,3.464345e-08,--,na
44.035,209.5,0.0,3.44637e-08,--,na
44.035,209.75,0.0,3.3889299999999996e-08,--,na
44.035,210.0,0.0,3.3415100000000004e-08,--,na
44.035,210.25,0.0,3.274935e-08,--,na
44.035,210.5,0.0,3.25261e-08,--,na
44.035,210.75,0.0,3.22742e-08,--,na
44.035,211.0,0.0,3.202155e-08,--,na
44.035,211.25,0.0,3.16678e-08,--,na
44.035,211.5,0.0,3.13327e-08,--,na
44.035,211.75,0.0,3.09546e-08,--,na
44.035,212.0,0.0,3.080715e-08,--,na
44.035,212.25,0.0,3.05202e-08,--,na
44.035,212.5,0.0,3.04611e-08,--,na
44.035,212.75,0.0,3.0058599999999996e-08,--,na
44.035,213.0,0.0,2.9769449999999998e-08,--,na
44.035,213.25,0.0,2.975955e-08,--,na
44.035,213.5,0.0,2.9613e-08,--,na
44.035,213.75,0.0,2.9483e-08,--,na
44.035,214.0,0.0,2.93337e-08,--,na
44.035,214.25,0.0,2.934265e-08,--,na
44.035,214.5,0.0,2.89717e-08,--,na
44.035,214.75,0.0,2.8852e-08,--,na
44.035,215.0,0.0,2.85547e-08,--,na
44.035,215.25,0.0,2.87434e-08,--,na
44.035,215.5,0.0,2.83686e-08,--,na
44.035,215.75,0.0,2.8369e-08,--,na
44.035,216.0,0.0,2.838005e-08,--,na
44.035,216.25,0.0,2.83945e-08,--,na
44.035,216.5,0.0,2.81606e-08,--,na
44.035,216.75,0.0,2.792745e-08,--,na
44.035,217.0,0.0,2.786035e-08,--,na
44.035,217.25,0.0,2.8103749999999998e-08,--,na
44.035,217.5,0.0,2.82639e-08,--,na
44.035,217.75,0.0,2.79677e-08,--,na
44.035,218.0,0.0,2.763905e-08,--,na
44.035,218.25,0.0,2.78854e-08,--,na
44.035,218.5,0.0,2.76699e-08,--,na
44.035,218.75,0.0,2.81371e-08,--,na
44.035,219.0,0.0,2.78313e-08,--,na
44.035,219.25,0.0,2.7769399999999997e-08,--,na
44.035,219.5,0.0,2.74178e-08,--,na
44.035,219.75,0.0,2.7505199999999998e-08,--,na
44.035,220.0,0.0,2.756705e-08,--,na
44.035,220.25,0.0,2.76142e-08,--,na
44.035,220.5,0.0,2.725215e-08,--,na
44.035,220.75,0.0,2.72844e-08,--,na
44.035,221.0,0.0,2.7296500000000002e-08,--,na
44.035,221.25,0.0,2.7333450000000002e-08,--,na
44.035,221.5,0.0,2.74852e-08,--,na
44.035,221.75,0.0,2.73952e-08,--,na
44.035,222.0,0.0,2.715995e-08,--,na
44.035,222.25,0.0,2.74297e-08,--,na
44.035,222.5,0.0,2.68726e-08,--,na
44.035,222.75,0.0,2.7205499999999998e-08,--,na
44.035,223.0,0.0,2.72332e-08,--,na
44.035,223.25,0.0,2.711845e-08,--,na
44.035,223.5,0.0,2.69909e-08,--,na
44.035,223.75,0.0,2.75363e-08,--,na
44.035,224.0,0.0,2.7138299999999998e-08,--,na
44.035,224.25,0.0,2.702235e-08,--,na
44.035,224.5,0.0,2.62683e-08,--,na
44.035,224.75,0.0,2.69872e-08,--,na
44.035,225.0,0.0,2.6131249999999998e-08,--,na
44.035,225.25,0.0,2.70753e-08,--,na
44.035,225.5,0.0,2.69497e-08,--,na
44.035,225.75,0.0,2.707285e-08,--,na
44.035,226.0,0.0,2.65317e-08,--,na
44.035,226.25,0.0,2.67202e-08,--,na
44.035,226.5,0.0,2.738e-08,--,na
44.035,226.75,0.0,2.6773e-08,--,na
44.035,227.0,0.0,2.637565e-08,--,na
44.035,227.25,0.0,2.6596049999999998e-08,--,na
44.035,227.5,0.0,2.64563e-08,--,na
44.035,227.75,0.0,2.64024e-08,--,na
44.035,228.0,0.0,2.6086550000000003e-08,--,na
44.035,228.25,0.0,2.62771e-08,--,na
44.035,228.5,0.0,2.5946699999999998e-08,--,na
44.035,228.75,0.0,2.58965e-08,--,na
44.035,229.0,0.0,2.589515e-08,--,na
44.035,229.25,0.0,2.58955e-08,--,na
44.035,229.5,0.0,2.59218e-08,--,na
44.035,229.75,0.0,2.5681100000000002e-08,--,na
44.035,230.0,0.0,2.531235e-08,--,na
44.035,230.25,0.0,2.60802e-08,--,na
44.035,230.5,0.0,2.554725e-08,--,na
44.035,230.75,0.0,2.54669e-08,--,na
44.035,231.0,0.0,2.52962e-08,--,na
44.035,231.25,0.0,2.53743e-08,--,na
44.035,231.5,0.0,2.5628149999999998e-08,--,na
44.035,231.75,0.0,2.52717e-08,--,na
44.035,232.0,0.0,2.54263e-08,--,na
44.035,232.25,0.0,2.54147e-08,--,na
44.035,232.5,0.0,2.5190850000000002e-08,--,na
44.035,232.75,0.0,2.500995e-08,--,na
44.035,233.0,0.0,2.530505e-08,--,na
44.035,233.25,0.0,2.52561e-08,--,na
44.035,233.5,0.0,2.52946e-08,--,na
44.035,233.75,0.0,2.50916e-08,--,na
44.035,234.0,0.0,2.47293e-08,--,na
44.035,234.25,0.0,2.53688e-08,--,na
44.035,234.5,0.0,2.55631e-08,--,na
44.035,234.75,0.0,2.5277000000000002e-08,--,na
44.035,235.0,0.0,2.48386e-08,--,na
44.035,235.25,0.0,2.5211e-08,--,na
44.035,235.5,0.0,2.52461e-08,--,na
44.035,235.75,0.0,2.51123e-08,--,na
44.035,236.0,0.0,2.5293400000000002e-08,--,na
44.035,236.25,0.0,2.53278e-08,--,na
44.035,236.5,0.0,2.541605e-08,--,na
44.035,236.75,0.0,2.52539e-08,--,na
44.035,237.0,0.0,2.514285e-08,--,na
44.035,237.25,0.0,2.57864e-08,--,na
44.035,237.5,0.0,2.537675e-08,--,na
44.035,237.75,0.0,2.58922e-08,--,na
44.035,238.0,0.0,2.554635e-08,--,na
44.035,238.25,0.0,2.56513e-08,--,na
44.035,238.5,0.0,2.58653e-08,--,na
44.035,238.75,0.0,2.5667e-08,--,na
44.035,239.0,0.0,2.57602e-08,--,na
44.035,239.25,0.0,2.547765e-08,--,na
44.035,239.5,0.0,2.589535e-08,--,na
44.035,239.75,0.0,2.6533e-08,--,na
44.035,240.0,0.0,2.6045050000000002e-08,--,na
44.035,240.25,0.0,2.57982e-08,--,na
44.035,240.5,0.0,2.61332e-08,--,na
44.035,240.75,0.0,2.617645e-08,--,na
44.035,241.0,0.0,2.73707e-08,--,na
44.035,241.25,0.0,2.62907e-08,--,na
44.035,241.5,0.0,2.65786e-08,--,na
44.035,241.75,0.0,2.63577e-08,--,na
44.035,242.0,0.0,2.6482349999999998e-08,--,na
44.035,242.25,0.0,2.67393e-08,--,na
44.035,242.5,0.0,2.6641199999999998e-08,--,na
44.035,242.75,0.0,2.6763099999999998e-08,--,na
44.035,243.0,0.0,2.65472e-08,--,na
44.035,243.25,0.0,2.67299e-08,--,na
